Summary Orientations,,,,,,,,Core Orientations,,,,,,,,,,,,,,,,,,,,,,,,Block Orientations,,,,,,,,,,,,,,,,,,,,,,,
site,specimen,old_mag_core_strike,old_core_dip,new_mag_core_strike,new_core_dip,strike_correction,dip_correction,specimen,sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike,specimen,sample_name,comment,strat_level,magnetic_block_strike,block_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,block_shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_block_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec_block,block_strike,corrected_bedding_strike
PKSF,PKSF-2F,83.5,64,82,64,-1.5,0,PKSF-2F,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2G,83.5,64,82,64,-1.5,0,PKSF-2G,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2H,83.5,64,82,64,-1.5,0,PKSF-2H,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2H,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2I,83.5,64,82,64,-1.5,0,PKSF-2I,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2I,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2J,83.5,64,82,64,-1.5,0,PKSF-2J,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2J,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2K,83.5,64,82,64,-1.5,0,PKSF-2K,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2K,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-2L,83.5,64,82,64,-1.5,0,PKSF-2L,2,sun compass orientation,0,83.5,64,0,0,no,23.5,7,2024,3,13,13,51,1,nan,82,[np.float64(358.674355447294); np.float64(19.485493693303518); np.float64(43094.65463307516)],-1.325644553,-1.5,82,nan,PKSF-2L,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3A,78,73,83.3,73,5.3,0,PKSF-3A,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3B,78,73,83.3,73,5.3,0,PKSF-3B,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3C,78,73,83.3,73,5.3,0,PKSF-3C,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3D,78,73,83.3,73,5.3,0,PKSF-3D,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3E,78,73,83.3,73,5.3,0,PKSF-3E,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3F,78,73,83.3,73,5.3,0,PKSF-3F,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3G,78,73,83.3,73,5.3,0,PKSF-3G,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3H,78,73,83.3,73,5.3,0,PKSF-3H,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3H,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3I,78,73,83.3,73,5.3,0,PKSF-3I,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3I,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3J,78,73,83.3,73,5.3,0,PKSF-3J,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3J,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3K,78,73,83.3,73,5.3,0,PKSF-3K,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3K,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3L,78,73,83.3,73,5.3,0,PKSF-3L,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3L,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-3M,78,73,83.3,73,5.3,0,PKSF-3M,3,sun compass orientation,0,78,73,0,0,no,23.5,7,2024,3,13,13,56,1,nan,83.3,[np.float64(358.67435489062217); np.float64(19.485494821738698); np.float64(43094.65511260262)],-1.325645109,5.3,83.3,nan,PKSF-3M,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4A,59,48,121,48,62,0,PKSF-4A,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4B,59,48,121,48,62,0,PKSF-4B,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4C,59,48,121,48,62,0,PKSF-4C,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4D,59,48,121,48,62,0,PKSF-4D,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4E,59,48,121,48,62,0,PKSF-4E,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4F,59,48,121,48,62,0,PKSF-4F,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4G,59,48,121,48,62,0,PKSF-4G,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4H,59,48,121,48,62,0,PKSF-4H,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4H,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4I,59,48,121,48,62,0,PKSF-4I,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4I,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4J,59,48,121,48,62,0,PKSF-4J,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4J,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4K,59,48,121,48,62,0,PKSF-4K,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4K,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-4L,59,48,121,48,62,0,PKSF-4L,4,sun compass orientation,0,59,48,0,0,no,59.5,7,2024,3,13,14,3,1,nan,121,[np.float64(358.67435411128173); np.float64(19.485496401547884); np.float64(43094.655783941016)],-1.325645889,62,121,nan,PKSF-4L,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5A,87,36,81.3,36,-5.7,0,PKSF-5A,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5B,87,36,81.3,36,-5.7,0,PKSF-5B,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5C,87,36,81.3,36,-5.7,0,PKSF-5C,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5D,87,36,81.3,36,-5.7,0,PKSF-5D,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5E,87,36,81.3,36,-5.7,0,PKSF-5E,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5F,87,36,81.3,36,-5.7,0,PKSF-5F,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5G,87,36,81.3,36,-5.7,0,PKSF-5G,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5H,87,36,81.3,36,-5.7,0,PKSF-5H,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5H,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5I,87,36,81.3,36,-5.7,0,PKSF-5I,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5I,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5J,87,36,81.3,36,-5.7,0,PKSF-5J,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5J,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5K,87,36,81.3,36,-5.7,0,PKSF-5K,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5K,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5L,87,36,81.3,36,-5.7,0,PKSF-5L,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5L,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-5M,87,36,81.3,36,-5.7,0,PKSF-5M,5,sun compass orientation,0,87,36,0,0,no,18,7,2024,3,13,14,11,1,nan,81.3,[np.float64(358.6743532206069); np.float64(19.48549820704405); np.float64(43094.65655118496)],-1.325646779,-5.7,81.3,nan,PKSF-5M,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-6A,37.5,38,30.6,38,-6.9,0,PKSF-6A,6,sun compass orientation,0,37.5,38,0,0,no,326,7,2024,3,13,14,17,1,nan,30.6,[np.float64(358.6743525526008); np.float64(19.485499561166137); np.float64(43094.65712661797)],-1.325647447,-6.9,30.6,nan,PKSF-6A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-6B,37.5,38,30.6,38,-6.9,0,PKSF-6B,6,sun compass orientation,0,37.5,38,0,0,no,326,7,2024,3,13,14,17,1,nan,30.6,[np.float64(358.6743525526008); np.float64(19.485499561166137); np.float64(43094.65712661797)],-1.325647447,-6.9,30.6,nan,PKSF-6B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-6C,37.5,38,30.6,38,-6.9,0,PKSF-6C,6,sun compass orientation,0,37.5,38,0,0,no,326,7,2024,3,13,14,17,1,nan,30.6,[np.float64(358.6743525526008); np.float64(19.485499561166137); np.float64(43094.65712661797)],-1.325647447,-6.9,30.6,nan,PKSF-6C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-6D,37.5,38,30.6,38,-6.9,0,PKSF-6D,6,sun compass orientation,0,37.5,38,0,0,no,326,7,2024,3,13,14,17,1,nan,30.6,[np.float64(358.6743525526008); np.float64(19.485499561166137); np.float64(43094.65712661797)],-1.325647447,-6.9,30.6,nan,PKSF-6D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-6E,37.5,38,30.6,38,-6.9,0,PKSF-6E,6,sun compass orientation,0,37.5,38,0,0,no,326,7,2024,3,13,14,17,1,nan,30.6,[np.float64(358.6743525526008); np.float64(19.485499561166137); np.float64(43094.65712661797)],-1.325647447,-6.9,30.6,nan,PKSF-6E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-6F,37.5,38,30.6,38,-6.9,0,PKSF-6F,6,sun compass orientation,0,37.5,38,0,0,no,326,7,2024,3,13,14,17,1,nan,30.6,[np.float64(358.6743525526008); np.float64(19.485499561166137); np.float64(43094.65712661797)],-1.325647447,-6.9,30.6,nan,PKSF-6F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-6G,37.5,38,30.6,38,-6.9,0,PKSF-6G,6,sun compass orientation,0,37.5,38,0,0,no,326,7,2024,3,13,14,17,1,nan,30.6,[np.float64(358.6743525526008); np.float64(19.485499561166137); np.float64(43094.65712661797)],-1.325647447,-6.9,30.6,nan,PKSF-6G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7A,123.5,36,122.8,36,-0.7,0,PKSF-7A,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7B,123.5,36,122.8,36,-0.7,0,PKSF-7B,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7C,123.5,36,122.8,36,-0.7,0,PKSF-7C,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7D,123.5,36,122.8,36,-0.7,0,PKSF-7D,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7E,123.5,36,122.8,36,-0.7,0,PKSF-7E,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7F,123.5,36,122.8,36,-0.7,0,PKSF-7F,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7G,123.5,36,122.8,36,-0.7,0,PKSF-7G,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7H,123.5,36,122.8,36,-0.7,0,PKSF-7H,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7H,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7I,123.5,36,122.8,36,-0.7,0,PKSF-7I,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7I,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-7J,123.5,36,122.8,36,-0.7,0,PKSF-7J,7,sun compass orientation,0,123.5,36,0,0,no,56.5,7,2024,3,13,14,26,1,nan,122.8,[np.float64(358.67435155059167); np.float64(19.485501592349188); np.float64(43094.65798976749)],-1.325648449,-0.7,122.8,nan,PKSF-7J,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-8A,51,28,49,28,-2,0,PKSF-8A,8,sun compass orientation,0,51,28,0,0,no,342,7,2024,3,13,14,30,1,nan,49,[np.float64(358.6743511052543); np.float64(19.485502495097165); np.float64(43094.65837338956)],-1.325648895,-2,49,nan,PKSF-8A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-8B,51,28,49,28,-2,0,PKSF-8B,8,sun compass orientation,0,51,28,0,0,no,342,7,2024,3,13,14,30,1,nan,49,[np.float64(358.6743511052543); np.float64(19.485502495097165); np.float64(43094.65837338956)],-1.325648895,-2,49,nan,PKSF-8B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-8C,51,28,49,28,-2,0,PKSF-8C,8,sun compass orientation,0,51,28,0,0,no,342,7,2024,3,13,14,30,1,nan,49,[np.float64(358.6743511052543); np.float64(19.485502495097165); np.float64(43094.65837338956)],-1.325648895,-2,49,nan,PKSF-8C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-8D,51,28,49,28,-2,0,PKSF-8D,8,sun compass orientation,0,51,28,0,0,no,342,7,2024,3,13,14,30,1,nan,49,[np.float64(358.6743511052543); np.float64(19.485502495097165); np.float64(43094.65837338956)],-1.325648895,-2,49,nan,PKSF-8D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-8E,51,28,49,28,-2,0,PKSF-8E,8,sun compass orientation,0,51,28,0,0,no,342,7,2024,3,13,14,30,1,nan,49,[np.float64(358.6743511052543); np.float64(19.485502495097165); np.float64(43094.65837338956)],-1.325648895,-2,49,nan,PKSF-8E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-8F,51,28,49,28,-2,0,PKSF-8F,8,sun compass orientation,0,51,28,0,0,no,342,7,2024,3,13,14,30,1,nan,49,[np.float64(358.6743511052543); np.float64(19.485502495097165); np.float64(43094.65837338956)],-1.325648895,-2,49,nan,PKSF-8F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-8G,51,28,49,28,-2,0,PKSF-8G,8,sun compass orientation,0,51,28,0,0,no,342,7,2024,3,13,14,30,1,nan,49,[np.float64(358.6743511052543); np.float64(19.485502495097165); np.float64(43094.65837338956)],-1.325648895,-2,49,nan,PKSF-8G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-8H,51,28,49,28,-2,0,PKSF-8H,8,sun compass orientation,0,51,28,0,0,no,342,7,2024,3,13,14,30,1,nan,49,[np.float64(358.6743511052543); np.float64(19.485502495097165); np.float64(43094.65837338956)],-1.325648895,-2,49,nan,PKSF-8H,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9A,54,28,53,28,-1,0,PKSF-9A,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9A,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9B,54,28,53,28,-1,0,PKSF-9B,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9B,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9C,54,28,53,28,-1,0,PKSF-9C,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9C,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9D,54,28,53,28,-1,0,PKSF-9D,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9D,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9E,54,28,53,28,-1,0,PKSF-9E,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9E,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9F,54,28,53,28,-1,0,PKSF-9F,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9F,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9G,54,28,53,28,-1,0,PKSF-9G,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9G,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9H,54,28,53,28,-1,0,PKSF-9H,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9H,,,,,,,,,,,,,,,,,,,,,,,
